City,Speaker,Sex,BirthYear,Age,BirthPlace,OldResidences,Residences,OldProfessions,Retired,Profession,OtherProfessions,MaritalStatus,OtherMaritalStatuses,NumChildren,Children,YearsEducation,LevelEducation,Education,Languages,OtherLanguages,FatherBirthYear,FatherBirthPlace,FatherProfession,FatherEducation,FatherLanguages,FatherOtherLanguages,MotherBirthYear,MotherBirthPlace,MotherProfession,MotherEducation,MotherLanguages,MotherOtherLanguages,SpouseBirthPlace,SpouseProfession,SpouseEducation,SpouseLanguages,SpouseOtherLanguages,Training,HousingType,OtherHousingTypes,Neighborhood,Hobbies,Notes,FormalInterviewer,InformalInterviewer,StudyDate,StudyDuration,StudySetting,StudyCity,Relationship,OtherRelationship,InformalNotes,StudyOrder,Topics,StudyQuality,OtherObservations,EnvironmentQuality
Geneve,sgarb1,F,1942,61,Geneve,"Perly, Thonnex",Confignon,hoteliere,,,retraitee,mariee,,2,enfants adultes,,,"ecole de couture, Conservatoire de Geneve (piano)",aucune,,0,Geneve,maraicher,culture maraichere,aucune,,0,Geneve,mere au foyer,aucunes,aucune,,Jura,"douanier, hotelier",CFC,aucune,,institutrice,maison,,bonnes relations,"jardinage, broderie, couture, cinema",,,,1/17/2003,,"c/o l'enquetrice, dans la cuisine",Geneve,amical,,,"texte, liste de mots, guide, libre","jeunesse, familles, loisirs",bonne,,
Geneve,sgads1,F,1953,49,Geneve,Chene Bourg,Cologny,,,,educatrice de la petite enfance,mariee,,3,"2 filles, 1 garcon",,,ecole d'educatrices de la petite enfance,aucune,,1920,La Chaux de Fonds,retraite (commissaire de police),"ecole de commerce, ecole d'ingenieur",anglais,,1921,Geneve,retraitee (secretaire a  la Croix-Rouge et au B.I.T.),ecole de commerce,anglais,,Orbe,avocat,"college, universite",,,,maison,,,"Voyages en Amerique, Afrique , Egypte, Iran, Ile Maurice. Loisirs: miniature pour maison de poupee",,,,12/27/2002,25,Cologny,Cologny,autre,"lien familial, la locutrice et l'enquetrice de l'entretien libre",les deux enquetrices etaient presentes,"liste de mots, guide, texte, libre","education, famille, scolarite, profession",bonne,,
Geneve,sgass1,F,1959,44,Geneve,"Geneve (15 ans), canton de Vaud (10 ans), canton de Geneve (Collonge Bellerive, Eaux Vives, Meinier)",Anieres,assistante dentaire,,,therapeute de soutien,mariee,,2,,,,"scolarite obligatoire, apprentissage, universite (faculte de psychologie), formation continue (post grade)","allemand, anglais, espagnol",,1921,Geneve,directeur d'une entreprise de construction,"maturite, universite","allemand, anglais",,1924,Zurich,aucune,interprete,"zurichois, allemand, francais",,Zurich,dentiste,"maturite, universite","allemand, anglais, francais",,pere,,maison,bonnes relations,"golf, equitation, jogging, promenades, sejours dans de grandes villes europeennes, vacances balneaires",,,,2003-00-00,,Anieres,,relation de voisinage,,les deux enquetrices etaient presentes,,"golf, activites sociales, psychologie",bonne,,
Grenoble,38acl1,F,1980,21,Voiron (Isere),"Voiron (2), La Murette (19)",La Murette (banlieue de Grenoble),,1,17,,Celibataire,,,,moins de 14,Superieur3,,"allemand, anglais",,1952,Mogeuvre Grande (Moselle),Moniteur educateur,"IUT de commerce, CAP maconnerie","anglais, allemand",,1955,Grenoble (Isere),comptable,BTS comptabilite,,,,,,,,"grands-parents, nourrice, famille",Maison,,quartier etendu avec voisinage lointain,"Musique, cinema, natation, course, lecture",,45,45,3/30/2001,,ICP chambre sourde,Genoble,Amical,,,,,,,
Grenoble,38acm1,F,1980,21,Tarare (Rhone),"Tarare (3), Charavine",Charavines (banlieue de Grenoble),,1,17,,Celibataire,,,,moins de 14,Superieur3,,"anglais, allemand",,1951,Lyon (Rhone),Directeur de ventes dans une maison d'edition,Licence d'italien.rn,"italien, allemenad",,1951,Tarare (Rhone),Mere au foyer,Licence d'italien,"italien, anglais",,,,,,,famille,Maison,,quartier  la campagne,"danse, natation, dessin, musique",,45,45,3/30/2001,,ICP chambre sourde,Grenoble,Amical,,,,,,,
Grenoble,38aym1,F,1973,,La Tronche (Isere),"Sassenage (nc), Crolles (nc), Grenoble (nc)",Grenoble,"etudiant, ingenieur",1,6,ingenieur,Celibataire,,,,,Superieur4,Bac+5,"anglais, allemand, espagnol",,0,Grenoble (Isere),ingenieur,bac+5,,,0,Autriche,secretaire,BTS,"anglais, italien, espagnol, allemand",,,,,,,,Appartement,,Bonne integration,"montagne, peinture, photos, voyages",,45,45,5/11/2006,40,ICP,Grenoble,Amical,copine  Nathalie,,,,,,
Grenoble,38asm1,F,1980,23,St Martin d'Heres (Isere),Vizille,Vizille,etudiante,1,17,,Celibataire,,,,,,,"anglais, espagnol, tcheque",parle un peu le tcheque,0,Espagne,tuyauteur chaudronnier,ecole jusqu' 14 ans,espagnol,,0,Auvergne?,travaille dans un supermarche,BEP secretaire,,,,,,,,,Maison,,excellente,"cinema, ski, randonnee, Tcheque, Espagne, Martinique, Allemagne",,45,45,1/1/2006,60,studio,Grenoble,Aucun,etudiante Nathalie,,,,,,
Grenoble,38adt1,F,1952,,La Tronche (Isere),"Domene (nc), Murianette (nc), Pontcharra (nc)",Domene (Isere),"restaurant, personnes  gees",3,,,Marie,,2,"?, 21rn?, 19",,lyceeC,CAP secretaire,italien,,0,,,,,,0,Albertville (Savoie),,,,,,,CAP menusier,,,,Maison,,oui,"marche, gymnastique?",,45,45,5/10/2000,,chez Nathalie,Domene,Amical,,,,,,,
Grenoble,38agp1,F,1934,66,Murianette (Isere),"Murianette (nc), Griere (?nc), Domene (nc)",Domene (?),commercante,3,,,Marie,,2,?,14-16,,,patois,,0,Domene (Isere),ouvrier,8 ans,patois,,0,Murianette (Isere),mere de famille,,patois,,Isere,,jusqu' 13 ans,italien,,,Maison,,oui,"jardin, voyages organises",,45,45,5/10/2000,,chez Nathalie,Domene,Amical,,,,,,,
Grenoble,38aca1,F,1948,,Grenoble (Isere),"Grenoble (nc), La Tronche (nc), Sassenage (nc), Gieres (nc)",Gieres,,1,7,aide-soignante,Marie,,2,,,,CAP - brevet d'etat,italien,,1920,La Tronche (Isere),electricien,certificat d'etudes,,,1928,Roumanie (arrivee  11 ans),Valisere - puis mere au foyer,,roumain,,Languedoc (?),,CAP,patois,,,Maison,,bien,"cinema, voyage, camping car",,45,45,5/11/1997,40,,Gieres,Amical,amical et professionel (Nathalie),,,,,,
Grenoble,38asb1,M,1980,21,Grenoble (Isere),"Voreppe (18), Paris (1,5), Grenoble (1)",Grenoble,pizzaillo (vendeur/caissier),1,17,"etudiant, vendeur/caissier",Marie,,,,,lyceeC,"Bac, IUT en cours",anglais,,1956,St Marcellin (Isere),maitre d'hotel,,,,1959,Voreppe (Isere),secretaire - vendeuse,,,,Grenoble (Isere),,BAC - CAP,anglais,bac,neant,Appartement,F2,neant,"sport combat, billard, echec, lecture",,45,45,3/30/2001,,ICP chambre sourde,Grenoble,Amical,,,,,,,
Grenoble,38aep1,F,1968,,La Tronche (Isere),"Vizille (jusqu'en 1999), Paris (2)",Paris,"etudiante, linguiste, reconnaissande",3,,,,,,,,,DEA Science du langage - DEUG italien,"italien, anglais",,0,Italie (sud),ouvrier,,italien,,0,Italie (nord),mere au foyer,certificat d'etudes,italien,,,,,,,,Maison,villa + appartement,bien integree,"rentre  Grenoble le weekende, (?)",,45,45,4/28/1997,40,,Grenoble,Professionnel,professionnel et amical (Nathalie),,,,,,
Grenoble,38aas1,M,1932,68,Barraux (Isere),Gieres (63),Gieres,agriculteur,3,,,Marie,,2,"femme, 38 ansrnfemme, 40 ans",14-16,,2 ans d'ecole d'agriculture d'hiver (nov-mars),patois,compris mais pas parle,0,Gieres (Isere),agriculteur,,patois,,0,St Egreve (Isere),agriculteur,,,,St Vincent de Mercuze (Isere),,,,,,Maison,ferme et maison,,"voyages CEE: Canada, Isral, Thaa Â¯lande (deplacement avec la profession)rnrnmusique: trompette d'harmonie",,45,45,5/9/2000,,domicile du locuteur,Gieres (banlieue grenobloise),Amical,voisin de Alain Arnal (technicien de l'ICP),,,,,,
Grenoble,38amb1,F,1979,,Grenoble (Isere),Grenoble,Grenhoble,,1,17,,Celibataire,,,,,,Licence - sciences du langage,"allemand, anglais scolaire",,0,Jura,moniteur,BEP,allemand,,0,Boulogne-sur-mer (Pas-de-Calais),?,1ere,"anglais, italien",,,,,,,,Appartement,,oui,"sport, lecture, cinema, musique, Corse, Italie",,45,45,4/28/1997,40,,Grenoble,Aucun,par Nathalie,,,,,,
Ile de la Reunion,974fr,F,1922,83,Ilet  Cordes (Ile de la Reunion),"Ilet  Cordes, Saint Louis (nc), Ilet  Cordes",Ilet  Cordes,7,,,Institutrice,Celibataire,,,,14-16,CertificatEtudes,,creole,"Creole L1, francais L2",0,Ilet  Cordes,Agriculteur,Aucune,Creole,Unilingue creole,0,L'entre-deux,Femme au foyer,Aucune,Creole,Unilingue creole,,,,,,L'ecole,Maison,,Bonnes relations,Jardinage et lecture,146,146,12/4/2005,,,Maison,,Professionnel,,3 locuteurs2,"libre, guide, texte, listes",L'histoire de la Reunion,Moyen,Impossible d'effectuer avec des micro-cravates les enregistrements libres. Il y a donc quelques bruits.,Moyen
Ile de la Reunion,974mv,M,1940,65,Saint Joseph (Ile de la Reunion),"Saint Joseph (nc), Saint Andre (nc), Saint Louis",Saint Louis,3,,,Chef d'agent de banque,Marie,,3,"34 ans, 32 ans, 27 ans et 24 ans",16-18,lyceeC,,creole,"creole L1, francais L2",0,Saint Joseph,Agriculteur,Ecole primaire,Creole et francais,,0,Le Tampon,Sans,Ecole primaire,"francais, creole",,Saint Andre,,Ecole primaire,"francais, creole",,L'ecole,Maison,,Bonnes relations,Jardinage,146,146,2/10/2005,,,Maison de l'enquete,,Amical,,2 participants : l'enquete et l'enquetrice,,"Politique linguistique, habitudes alimentaires",Bon,,Bon
Ile de la Reunion,974ma,F,1954,51,Saint Pierre (Ile de la Reunion),"Saint Pierre (27), Paris (4), Saint Pierre (20)",Saint Pierre,Vendeuse,2,20,,Marie,,1,Fille de 22 ans qui fait des etudes de lettres,14-16,CertificatEtudes,,creole,"creole L1, francais L2",0,,,,,,1935,Saint Pierre,,,Creole,,Saint Pierre,,,Creole,,,Maison,,Bonne relation,"Musique, tele, danse",146,146,3/31/2005,,,Maison de l'enquete,Saint Pierre,Amical,,2 personnes : l'enquete et sa fille,"guide, texte, liste de mots, libre",Loisirs de l'enquete et politique linguistique,Bon,,Bon
Ile de la Reunion,974mp,F,1955,50,Saint Marie (Ile de la Reunion),"Saint Marie (23 ans), Saint Andre (12 ans), Plaine des Palmistes (12 ans)",Plaine de Palmistes,"Facturiere, assistante familiale",1,14,Assistante familiale,Marie,,3,"Deux garcons, une fille. 25 ans, 21 ans et 19 ans. Deux etudiants.",14-16,CertificatEtudes,,creole,"creole L1, francais L2",1930,Sainte Marie,Chauffeur,Quelques annees  l'ecole (lire/ecrire),Creole,,1929,Sainte Marie,Sans,Quelques annees  l'ecole (lire/ecrire),Creole,,Saint Denis,,,"francais, creole",,L'ecole,Maison,,Bonnes relations,"tricotage, garder des enfants",146,146,3/18/2005,,,Maison de l'enquete,Plaine des palmistes,Professionnel,,L'enquete et une amie de l'enquete,"Guide, libre, texte, liste de mots",politique linguistique et loisirs de l'enquete,Moyen,,Moyen
Ile de la Reunion,974gr,M,1966,39,Ilet  Cordes (Ile de la Reunion),Ilet  Cordes,,"Agriculteur, frigariste, macon",1,1,,Marie,,1,,,SecondaireI,,creole,"creole L1, francais L2",0,Ilet  Cordes,"Macon, ""docker""",,Creole,,0,Ilet  Cordes,,,Creole,,Le Tampon,,Lycee,"Creole, francais",,L'ecole,Maison,,Bonnes relations,Lecture,146,146,11/11/2005,,,maison de l'enquete,,Amical,,"3 personnes : l'enquete, l'enquetrice et la niece de l'enquete","libre, liste de mots, texte, guide","politique linguistique, l'agriculture reunionnaise",Moyen,,Moyen
Ile de la Reunion,974nb,M,1976,28,Saint Pierre (Ile de la Reunion),Saint Pierre,,,1,8,Adjoint de direction,Celibataire,,,,20 et plus,Superieur4,Maitrise d'economie,creole,creole et francais L1,0,,,,,,1947,Saint Pierre,Adjoint au maire,,Creole et francais,,,,,,,Son pere,Appartement,Appartement  Saint Pierre,Personne connue et aimee dans sa ville,Sport,146,146,3/28/2006,,,maison de l'enquete,Saint Pierre,Amical,,L'enquete,"guide, texte, libre, liste de mots","Politique linguistique, le travail de l'enquete",Bon,,Bon
Ile de la Reunion,974lg,F,1980,24,Saint Pierre (Ile de la Reunion),"Saint Louis (18), Saint Denis (6)",Saint Denis,,1,17,Etudiante de lettres modernes et assistante de l'education,Celibataire,,,,,Superieur4,,creole,"creole L1, francais L2",1944,Madagascar,Commercant,,"creole, malgache, francais",,1952,Saint Andre,"Enseignant, commercante",Bac (18 ans),"Creole, francais",,,,,,,L'ecole et grand frere,Maison,,Connait peu ses voisins,Sortir avec les amis,146,146,4/18/2005,,,maison de l'enquete,Saint Denis,Amical,,"3 personnes presentes : l'enquete, l'enquetrice et le frere de l'enquete",,"politique linguistique, le travail de l'enquete",Bon,,Bon
Ile de la Reunion,974ji,M,1980,24,Saint Denis (Ile de la Reunion),Saint Denis (quartier Chaudron),,,1,15,chauffeur routier/rayonniste,Celibataire,,,,18-20,lyceeC,CAP/BEP,creole,"creole L1, francais L2",1951,Quartier francais (Sainte Suzanne),sans,,"creole, francais",,0,,,,,,,,,,,,Appartement,,,"Aime les voitures, fait du sport en salle",146,146,3/19/2005,,,Universite de la Reunion,Saint Denis,Professionnel,,2 personnes : l'enquete et son frere. Entretien libre non transcrit en creole difficilement comprehensible pour le transcripteur,,les loisirs de l'enquete,Bon,,Bon
Ile de la Reunion,974ab,F,1988,16,Saint Pierre (Ile de la Reunion),Saint Pierre,,,1,17,lyceenne,Celibataire,vit chez sa mere,,,,lyceeI,Etudes pas encore terminees,creole,"creole L1, francais L2",0,,,,,,1947,Saint Pierre,Adjointe au maire,,"creole, francais",,,,,,,L'ecole et  travers son frere,Appartement,,,sports et sortir avec ses amis,146,146,4/23/2005,,,maison de l'enquete,Saint Pierre,Amical,,2 personnes presentes : l'enquete et son frere,,"politique linguistique, loisirs, l'avenir de l'enquete",Bon,,Bon
Lacaune,81aaa1,M,1980,21,Castres (Tarn),"Lacaune (nc), Castres (nc), Bordeaux (nc), Utrecht (Pays Bas) (2 mois)",Utrecht (Pays Bas),traducteur,1,4,traducteur,Celibataire,,,,moins de 14,Superieur3,"baccalaureat scientifique, licence en chimie","anglais, espagnol, portugais, (hollondais)",,1948,Portugal,macon,ecole jusqu' l' ge de 11 ans,portugais,,1948,Portugal,travail dans la charcuterie,ecole jusqu' l' ge de 14 ans,portugais,,,,,,,,Maison,,bien integre,"amis, foot, voyages, piano, d'autres cultures et langues",,135,46,3/9/2002,40,ch teau,Lacaune,Aucun,,,"liste de mots, texte, formel, informel","occitan, biographie, langues, vie au Portugal et aux Pays Bas, contraste nord-sud, pays etrangers, pompiers",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,Bon
Lacaune,81aar1,F,1930,71,Narbonne (Aude),"Lacaune (40), Albi (nc), St. Jean-Pieds de Port (nc), Reims (nc), Perpignan (nc), Montpellier (nc), Narbonne (nc)",Lacaune (Tarn),"mere de famille, enseignante, bibliothecaire benevole",3,,bibliothecaire benevole,Marie,,4,"entre 48 et 34 ans, etudes universitaires: anglais, lettres modernes, histoire",moins de 14,Superieur3,licence en droit,"occitan, anglais, latin",,0,Lacaune (Tarn),militaire,baccalaureat,"occitan, espagnol",,1903,(Aude),,baccalaureat,occitan,,Nimes (Gard),,baccalaureat,,,,Maison,,bonnes relations,"bibliotheque, musee, recherches historiques, nature, voyages en France",,135,46,2/27/2002,60,bibliotheque,Lacaune,Aucun,,,"liste de mots, texte, formel, informel","langues regionales, francais",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER.rnIl y avait des clients dans la bibliotheque.,Bon
Lacaune,81amb1,F,1932,69,Lacaze,"Castres (5), Albi (nc), Lacaune (nc)",Lacaune (Tarn),secretaire d'administration,3,,secretaire d'administration retraitee,Celibataire,pere de sa fille,1,"feminin, 43 ans, baccalaureat, etudes des beaux arts",14-16,SecondaireC,brevet d'etudes,"occitan, anglais, latin",,0,Albi (Tarn),agriculteur,ecole jusqu' l' ge de 9 ans,occitan,,1902,Lacaze (Tarn),agricultrice,brevet d'etudes,"occitan, latin",,Rennes (Ille-et-Vilaine),,,"allemand, anglais, espagnol, latin",,,Appartement,,bien integree,"lecture, promenades, discuter, voyages en France et ailleurs",,135,46,2/28/2002,,maison de l'enquete,Lacaune,On a fait sa connaissance dans la bibliotheque de Lacaune le jour avant,,,"liste de mots, texte, formel, informel","biographie, francais regional et occitan",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,Bon
Lacaune,81abn1,F,1964,37,Lacaune (Tarn),"Lacaune (nc), Toulouse (nc), Castres (nc), Londres (1)",Lacaune (Tarn),"travail chez un architecte, secretaire de mairie",1,8,"secretaire de mairie, attachee territoriale, fonctionnaire",Concubinage,,1,"feminin, 4 ans, en maternelle",moins de 14,Superieur2,"baccalaureat, BTS de secretariat trilingue","anglais, espagnol, portugais, (occitan)",,1939,Lacaune (Tarn),charcutier,"CAP de charcutier, certificat d'etudes",occitan,,1934,Cognac (Ch rente),"educatrice, secretaire","certificat d'etudes, lycee",espagnol,,Castres (Tarn),,baccalaureat technique,"anglais, espagnol, (occitan)",,,Appartement,,bien integree,"voyages en Italie, en Angleterre, en Espagne, en Grece, au Mexique et en France, chanter, association judeo-lacaunaise, balades",,135,46,3/4/2002,35,marie,Lacaune,Trudel Meisenburg la connaissait dej; Jana Khler et Birgit Lonnemann ont fait sa connaissance ce meme jour,,"Elmie Combes, une collegue qui travaille  l'accueil de la mairie et est originaire des environs de Lacaune, 61 ans","liste de mots, texte, formel, informel","biographie, occitan",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,Bon
Lacaune,81acc1,M,1947,54,Lacaune (Tarn),Lacaune (54),Lacaune (Tarn),"auxiliaire dans l'enseignement, professeur, documentaliste, correspondant local",1,7,"documentaliste, correspondant local",Marie,,2,"feminins, 29 et 27 ans, these de physique/chimie, DUT",moins de 14,Superieur3,"baccalaureat, licence d'espagnol","occitan, espagnol, latin, grec",,1904,Lacaune (Tarn),agriculteur,certificat d'etudes,occitan,,1906,Lacaune (Tarn),agricultrice,certificat d'etudes,occitan,,Lacaune (Tarn),,BEP,"(anglais), (espagnol)",,,Maison,,bien integre,"voyages scolaires en Espagne et en France, foot, tennis",,135,46,3/5/2002,45,college La Balme,Lacaune,,,"Maria Schroeder, une collegue","formel, liste de mots, texte, informel","biographie, occitan",Bon,"entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,rndes eleves arrivent",Bon
Lacaune,81aac1,F,1925,76,Lacaune (Tarn),"Lacaune (nc), Albi (nc), Toulouse (nc), l'Auvergne (nc)",Lacaune (Tarn),professeur,3,,professeur retraite,Celibataire,,,,moins de 14,Superieur3,licence en philosophie,"occitan, anglais, espagnol",,0,Lacaune (Tarn),agriculteur,ecole jusqu' l' ge de 14 ans,occitan,,1901,Lacaune (Tarn),agricultrice,ecole jusqu' l' ge de 13 ans,occitan,,,,,,,,Maison,,bien integree,"musee, centre de recherche du patrimoine, association megalithes, voyages  l'etranger",,135,46,3/5/2002,90,ch teau,Lacaune,,,son frere et sa belle-soeur,"formel, liste de mots, texte, informel","biographie, vie  Lacaune (comme agriculteurs), guerres, occitan",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,Bon
Lacaune,81ajm1,F,1946,55,Lacaune (Tarn),Lacaune (55),Lacaune (Tarn),"employee de bureau, responsable du service administratif, adjointe au maire",3,,adjointe au maire,,veuve,2,"27 et 36 ans, BEP, BTS",moins de 14,SecondaireC,"CAP, BEP, bac pro",espagnol,,1917,Lacaune (Tarn),forestier,"certificat d'etudes, brevet",occitan,,1923,Lacaune (Tarn),femme au foyer,ecole jusqu' l' ge de 13 ans,occitan,,,,,,,,Maison,,bien integree,"adjointe de tourisme, lecture, cinema, balle musette, randonnee pedestre, voyages en France",,135,46,3/6/2002,,mairie,Lacaune,,,"Thierry Keskic, police municipale","liste de mots, texte, formel, informel","biographie, occitan",Bon,"entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,rnentretien informel: bruit au fond.",Bon
Lacaune,81afv1,F,1975,26,Castres (Tarn),"La Trivalle (nc), Castres (nc), Toulouse (nc), Montpellier (nc), Lacaune (3)",Lacaune (Tarn),"charge de mission, responsable de l'office de tourisme",1,11,responsable de l'office de tourisme,Concubinage,,,,moins de 14,Superieur2,"baccalaureat economique et social, faculte geographique","occitan, anglais, espagnol",,1946,La Trivalle (Tarn),revendeur de charcuterie,brevet agricole,occitan,,1951,nee dans la region de Lacaune (Tarn),employee dans la charcuterie,DEUG de droit,"occitan, anglais",,Lacaune (Tarn),,IEP agro-alimentaire DEUG ALA,"anglais, espagnol, italien, occitan",,,Appartement,,bien integree,"marcher les week-ends, famille, gymnastique, the tre, randonnees, decouvrir les regions francaises",,135,46,3/9/2002,40,office de tourisme,Lacaune,Aucun,,Un enfant qui arrive pour payer quelque chose,"liste de mots, texte, formel, informel","occitan, l'enfant veut payer quelque chose",Bon,"entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,rndes gens/clients entrent dans l'office de tourisme",Bon
Lacaune,81ajn1,M,1963,38,Lacaune (Tarn),"Toulouse (nc), Lacaune (nc), Orleans (nc)",Lacaune (Tarn),"epicier, PDG, salaison",1,6,epicier,Marie,,2,"3 ans, ecole maternelle publique",moins de 14,Superieur2,etudes psycho,"anglais, espagnol, (occitan)",,1939,Lacaune (Tarn),charcutier,"CAP de charcutier, certificat d'etudes",occitan,,1934,Cognac (Ch rente),"educatrice, secretaire","certificat d'etudes, lycee",espagnol,,Lacaune (Tarn),,etudes commerciales,anglais,,,Maison,,bien integre,"sports, chasse, voyages, lecture, Internet, tele, famille",,135,46,3/9/2002,,bureau du supermarche Shoppi,Lacaune,,,sa fille et un client,"liste de mots, texte, informel, formel","occitan, biographie, ses enfants, entretien avec un client",Bon,"entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,rnsa petite fille l'interrompt de temps en temps",Bon
Lacaune,81ajc1,M,1928,73,Lacaune (Tarn),"Albi (nc), Toulouse (nc), Lacaune (nc)",Lacaune (Tarn),agriculteur,3,,agriculteur,Marie,,8,"de 51  36 ans, etudes de documentaliste, maitrise, pharmacie, ecole de moniteurs specialisees, ecole d'agriculture, ecole dietetique",moins de 14,Primaire,,occitan,,0,Lacaune (Tarn),agriculteur,jusqu' l' ge de 14 ans,occitan,,1901,Lacaune (Tarn),agricultrice,jusqu' l' ge de 13 ans,occitan,,Lacaune (Tarn),,certificat d'etudes,occitan,,,Maison,,bien integre,"voyages en France et ailleurs, organismes agricoles, musee",,135,46,3/5/2002,90,ch teau + maison de l'enquete,Lacaune,,,sa femme et sa soeur,"informel, liste de mots, texte, formel","biographie, vie comme agriculteurs  Lacaune, guerres, occitan",Bon,Entretien formel: deuxieme enqueteur: Jana Ka â€“HLER.rnDeux dates d'enregistrement: 15/03/02 + 07/03/02.,Bon
Lacaune,81arc1,F,1930,71,Lacaune (Tarn),Lacaune (71),Lacaune (Tarn),"agricultrice, travail dans la charcuterie",3,,agricultrice retraitee,Marie,,8,"de 51  36 ans, etudes de documentaliste, maitrise, pharmacie, ecole de moniteurs specialisees, ecole d'agriculture, ecole dietetique",14-16,SecondaireC,certificat d'etudes,occitan,,1904,Lacaune (Tarn),agriculteur,certificat d'etudes,occitan,,1906,Lacaune (Tarn),agricultrice,certificat d'etudes,occitan,,Lacaune (Tarn),,ecole jusqu' l' ge de 13 ans,occitan,,,Maison,,bien integree,"voyages en France et ailleurs, promenades",,135,46,3/5/2002,90,ch teau + maison de l'enquete,Lacaune,,,son mari et sa belle-soeur,"informel, liste de mots, texte, formel","occitan, biographie, vie  Lacaune (comme agricultrice), guerres",Bon,Entretien formel: deuxieme enqueteur: Jana Ka â€“HLER.rnDeux dates d'enregistrement: 05/03/02 + 07/03/02.,Bon
Lacaune,81aar2,F,1937,64,l'Aveyron,"l'Aveyron (nc), Lacaune (nc)",Lacaune (Tarn),"commerce alimentation, bar, restaurant, vendeuse de produits cosmetiques",1,13,vendeuse de produits cosmetiques,Marie,,1,"masculin, 44 ans, baccalaureat, hotellerie",moins de 14,Primaire,,occitan,,1913,Portugal,travailleur dans les carrieres,ecole,"portugais, occitan",,1920,l'Aveyron,"mere au foyer, epiciere",certificat d'etudes,occitan,,Pologne,,ecole,occitan,,,Maison,,bien integree,"voyages (Portugal), gymnastique, visites familiales",,135,46,3/11/2002,60,ch teau,Lacaune,"Trudel Meisenburg la connait dej depuis 27 ans (amical), les autres ont fait sa connaissance lors du sejour  Lacaune",,,"liste de mots, texte, informel, formel","occitan, biographie, cosmetiques",Bon,entretien formel: deuxieme enqueteur: Jana Ka â€“HLER,Bon
Lacaune,81aar3,M,1930,71,"Margnes, pres de Lacaune (Tarn)","Margnes, Lacaune",Lacaune (Tarn),exploitation forestiere (scierie),3,,exploitation forestiere (scierie),Celibataire,,,,moins de 14,Primaire,certificat d'etudes,occitan,,0,pres de Lacaune (Tarn),agriculteur,,occitan,,0,"Margnes, pres de Lacaune (Tarn)",agricultrice,,occitan,,,,,,,,Appartement,,bien integre,"promenades, cafe, forets",,135,46,3/2/2002,,cafe + ch teau,Lacaune,Trudel Meisenburg le connait depuis 27 ans; les autres ne le connaient pas du tout,,patron du cafe,"liste de mots, texte, informel, formel","le patron nous a mis devant la porte, occitan",Moyen,"Entretien formel: deuxieme enqueteur: Jana Ka â€“HLER.rnDeux dates d'enregistrement: 02 + 03/03/02,rndans le cafe, il y avait du bruit au fond,rnau ch teau: bonne qualite de l'enregistrement,rnon apporte du cafe, rnAstrid Ba Â¼ntge et Nadine Metge ont assiste  l'interview",Moyen
Liege,blaat1,F,1979,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blagd1,M,1942,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blajd1,F,1928,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blajp1,M,1979,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blajv1,M,1982,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blanb1,F,1968,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blant1,F,1929,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blapn1,M,1938,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blaps1,M,1963,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blasl1,F,1980,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
Liege,blatm1,M,1963,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,45,2/13/1900,0000-00-00,,,,,,,,,,,
Liege,blavm1,F,1955,,,,,,,,,,,,,,,,,,0,,,,,,12/30/1899,,,,,,,,,,,,,,,,,45,45,0000-00-00,,,,,,,,,,,
