SearchID,Speaker,LeftContext,Codes,RightContext,City
8,btamp1, au centre1422 d'une,412," bataille0412 politique1414, dont par0412 la tel",Tournai
9,btamp1,"2 trouver, au centre",1422," d'une0412 bataille0412 politique1414, dont par041",Tournai
10,btamp1,,1112," trouver, au centre1422 d'une0412 bataille0412 pol",Tournai
11,btamp1,", plutat que1112 de",1112," se1112 trouver, au centre1422 d'une0412 bataille0",Tournai
12,btajl1,"0414, pluq/tat que",1112," de1112 se1112 trouver, au centre1422 d'une0412 ba",Tournai
13,btajl1,connue et tranquille,414,", pluq/tat que1112 de1112 se1112 trouver, au cen",Tournai
14,btajl1,"prefare0414, aatre",421," inconnue et tranquille0414, pluq/tat que1112 de",Tournai
15,btajl1," Beaulieu, prefare",414,", aatre0421 inconnue et tranquille0414, pluq/tat",Tournai
16,btajl1,tape0412 necessaire,414,", dans la tournee prevue.",Tournai
17,btabd1,2 d'une0412 bataille,412," politique0412 dont, par0412 la television, se12",Tournai
18,btabd1, au centre1422 d'une,412," bataille0412 politique0412 dont, par0412 la tel",Tournai
19,btabd1,12 trouver au centre,1422," d'une0412 bataille0412 politique0412 dont, par041",Tournai
20,btabd1,,1112, trouver au centre1422 d'une0412 bataille0412 poli,Tournai
21,btabd1,", plutat que1112 de",1112, se1112 trouver au centre1422 d'une0412 bataille04,Tournai
22,btabd1,"lle0414, plutat que",1112, de1112 se1112 trouver au centre1422 d'une0412 bat,Tournai
23,btabd1,connue et tranquille,414,", plutat que1112 de1112 se1112 trouver au centre1",Tournai
24,btabd1, prefare0411 aatre,421," inconnue et tranquille0414, plutat que1112 de111",Tournai
25,btabd1,tape0412 necessaire,412, dans la tournee prevue.,Tournai
26,btabd1, Beaulieu prefare,411," aatre0421 inconnue et tranquille0414, plutat que",Tournai
27,btabd1,iment une0411 etape,412, necessaire0412 dans la tournee prevue.,Tournai
28,btabd1, etait vraiment une,411, etape0412 necessaire0412 dans la tournee prev,Tournai
29,btabd1,ifier si son village,411, etait vraiment une0411 etape0412 necessaire041,Tournai
30,btabd1,"r Ministre1424, pour",412, verifier si son village0411 etait vraiment une0,Tournai
31,btabd1, au Premier Ministre,1424,", pour0412 verifier si son village0411 etait vra",Tournai
32,btabd1, decide a ecrire,411," au Premier Ministre1424, pour0412 verifier si so",Tournai
33,btabd1,oir0412 de1122 cause,414,", decide a ecrire0411 au Premier Ministre1424,",Tournai
34,btabd1,en desespoir0412 de,1122," cause0414, decide a ecrire0411 au Premier Min",Tournai
35,btabd1, s'est en desespoir,412," de1122 cause0414, decide a ecrire0411 au Prem",Tournai
36,btabd1,"414, stupide0413. Il",412," s'est en desespoir0412 de1122 cause0414, decid",Tournai
37,btabd1,"impasse0414, stupide",413,". Il0412 s'est en desespoir0412 de1122 cause0414,",Tournai
38,btabd1,dans une0411 impasse,414,", stupide0413. Il0412 s'est en desespoir0412 de11",Tournai
39,btabd1,112 trouver dans une,411," impasse0414, stupide0413. Il0412 s'est en desesp",Tournai
40,btabd1, sentiment de1112 se,1112," trouver dans une0411 impasse0414, stupide0413. Il",Tournai
41,btabd1, le1132 sentiment de,1112," se1112 trouver dans une0411 impasse0414, stupide0",Tournai
42,btabd1,"ouer, il0411 a s/ le",1132, sentiment de1112 se1112 trouver dans une0411 impa,Tournai
43,btabd1,"int se0112 vouer, il",411, a s/ le1132 sentiment de1112 se1112 trouver dans,Tournai
44,btabd1,a quel0412 saint se,112," vouer, il0411 a s/ le1132 sentiment de1112 se1112",Tournai
45,btabd1,32 sait plus a quel,412," saint se0112 vouer, il0411 a s/ le1132 sentiment",Tournai
46,btabd1," de1122 Beaulieu, ne",1132," sait plus a quel0412 saint se0112 vouer, il0411",Tournai
47,btabd1,que0412 maire0412 de,1122," Beaulieu, ne1132 sait plus a quel0412 saint se01",Tournai
48,btabd1,ympathique0412 maire,412," de1122 Beaulieu, ne1132 sait plus a quel0412 sai",Tournai
49,btabd1, Le1132 sympathique,412," maire0412 de1122 Beaulieu, ne1132 sait plus a qu",Tournai
50,btabd1, Le,1132," sympathique0412 maire0412 de1122 Beaulieu, ne1132",Tournai
51,btabd1,ans l'eglise0412 de,1122, Saint Martinville2413.,Tournai
52,btabd1,22 Saint Martinville,2413,0,Tournai
53,btabd1,onge dans l'eglise,412, de1122 Saint Martinville2413.,Tournai
54,btabd1,11 entame un jeane,412, prolonge dans l'eglise0412 de1122 Saint Martinv,Tournai
55,btabd1,"414s, auraient maame",411, entame un jeane0412 prolonge dans l'eglise041,Tournai
56,btabd1,elque1422s fanatique,414,"s, auraient maame0411 entame un jeane0412 prolon",Tournai
57,btabd1, Quelque,1422,"s fanatique0414s, auraient maame0411 entame un je",Tournai
58,btabd1,0412 journee chaude,414,", au Premier Ministre0423.",Tournai
59,btabd1, au Premier Ministre,423,0,Tournai
60,btabd1,", prepare0411nt une",412," journee chaude0414, au Premier Ministre0423.",Tournai
61,btabd1,"isine0414s, prepare",411,"nt une0412 journee chaude0414, au Premier Ministr",Tournai
62,btabd1,commune0412s voisine,414,"s, prepare0411nt une0412 journee chaude0414, au",Tournai
63,btabd1,ste1422s des commune,412,"s voisine0414s, prepare0411nt une0412 journee ch",Tournai
64,btabd1,ue1112 des activiste,1422,"s des commune0412s voisine0414s, prepare0411nt un",Tournai
65,btabd1,"rvateur0414, indique",312,raient que1112 des activiste1422s des commune0412s,Tournai
66,btabd1,ndique0312raient que,1112," des activiste1422s des commune0412s voisine0414s,",Tournai
67,btabd1,uvel0411 Observateur,414,", indique0312raient que1112 des activiste1422s des",Tournai
68,btabd1,"e, et Le0112 Nouvel",411," Observateur0414, indique0312raient que1112 des ac",Tournai
69,btabd1,"0422 Liberte, et Le",112," Nouvel0411 Observateur0414, indique0312raient que",Tournai
70,btabd1,"L'Express0414, Ouest",422," Liberte, et Le0112 Nouvel0411 Observateur0414, i",Tournai
71,btabd1,"entre1424, L'Express",414,", Ouest0422 Liberte, et Le0112 Nouvel0411 Observa",Tournai
72,btabd1,paache0412 du Centre,1424,", L'Express0414, Ouest0422 Liberte, et Le0112 Nou",Tournai
73,btabd1,us dans La Depaache,412," du Centre1424, L'Express0414, Ouest0422 Liberte,",Tournai
74,btabd1,"32 plus0414, quelque",1422,s article1422s parus dans La Depaache0412 du Cent,Tournai
75,btabd1,quelque1422s article,1422,"s parus dans La Depaache0412 du Centre1424, L'Exp",Tournai
76,btabd1, De1132 plus,414,", quelque1422s article1422s parus dans La Depaach",Tournai
77,btabd1, De,1132," plus0414, quelque1422s article1422s parus dans La",Tournai
78,btabd1,2 soutien du village,411, entier.,Tournai
79,btabd1,12 repondons pas de,112," la reaction des gens du pays, nous avons le0112",Tournai
80,btabd1," pays, nous avons le",112, soutien du village0411 entier.,Tournai
81,btabd1,"12 circuler, nous ne",112, repondons pas de0112 la reaction des gens du pa,Tournai
82,btabd1,"12 blanche0414, pour",412," circuler, nous ne0112 repondons pas de0112 la r",Tournai
83,btabd1,er patte0412 blanche,414,", pour0412 circuler, nous ne0112 repondons pas de",Tournai
84,btabd1,2 faut montrer patte,412," blanche0414, pour0412 circuler, nous ne0112 repo",Tournai
85,btabd1,"452re liberte, s'il",412," faut montrer patte0412 blanche0414, pour0412 circ",Tournai
86,btabd1,st jaloux de0112 not,452,"re liberte, s'il0412 faut montrer patte0412 blanc",Tournai
87,btabd1,"in, on est jaloux de",112," not0452re liberte, s'il0412 faut montrer patte04",Tournai
88,btabd1,"t declare, dans le",112," coin, on est jaloux de0112 not0452re liberte, s'",Tournai
89,btabd1, Un jeune0412 membre,1422," de1112 l'opposition aurait declare, dans le0112",Tournai
90,btabd1,ne0412 membre1422 de,1112," l'opposition aurait declare, dans le0112 coin,",Tournai
91,btabd1, Un jeune,412," membre1422 de1112 l'opposition aurait declare,",Tournai
92,btabd1,de1112 provoquer une,411, explosion.,Tournai
93,btabd1,"te, risque1422nt de",1112, provoquer une0411 explosion.,Tournai
94,btabd1," d'identite, risque",1422,nt de1112 provoquer une0411 explosion.,Tournai
95,btabd1,n a vu a Jonquiare,414,", et des verifications d'identite, risque1422nt",Tournai
96,btabd1,"12 police0414, comme",411," on en a vu a Jonquiare0414, et des verificatio",Tournai
97,btabd1,12ment de0112 police,414,", comme0411 on en a vu a Jonquiare0414, et des v",Tournai
98,btabd1, detache0312ment de,112," police0414, comme0411 on en a vu a Jonquiare041",Tournai
99,btabd1,"14, un gros detache",312,"ment de0112 police0414, comme0411 on en a vu a Jo",Tournai
100,btabd1, Or,414,", un gros detache0312ment de0112 police0414, comm",Tournai
101,btabd1,est fait pour0412 le,1122, proteger.,Tournai
102,btabd1,2 tout est fait pour,412, le1122 proteger.,Tournai
103,btabd1, et s'assure0412 que,1122, tout est fait pour0412 le1122 proteger.,Tournai
104,btabd1,"che0414, et s'assure",412, que1122 tout est fait pour0412 le1122 proteger.,Tournai
105,btabd1,e0412 la plus proche,414,", et s'assure0412 que1122 tout est fait pour0412 l",Tournai
106,btabd1,c0412 la prefecture,412," la plus proche0414, et s'assure0412 que1122 tout",Tournai
107,btabd1,end contact0421 avec,412," la prefecture0412 la plus proche0414, et s'assur",Tournai
108,btabd1,22ment prend contact,421," avec0412 la prefecture0412 la plus proche0414, e",Tournai
109,btabd1,"424, le1132 gouverne",1322,ment prend contact0421 avec0412 la prefecture0412,Tournai
110,btabd1,"ier Ministre2424, le",1132, gouverne1322ment prend contact0421 avec0412 la pr,Tournai
111,btabd1, du Premier Ministre,2424,", le1132 gouverne1322ment prend contact0421 avec04",Tournai
112,btabd1,a chaque0412 voyage,412," du Premier Ministre2424, le1132 gouverne1322ment",Tournai
113,btabd1,"22 cate, a chaque",412," voyage0412 du Premier Ministre2424, le1132 gouver",Tournai
114,btabd1, D'un autre,1422," cate, a chaque0412 voyage0412 du Premier Minis",Tournai
115,btabd1,2nt leur0412 colare,413,0,Tournai
116,btabd1, bor0412ds manifeste,1422,nt leur0412 colare0413.,Tournai
117,btabd1,manifeste1422nt leur,412, colare0413.,Tournai
118,btabd1, de1112 tous les bor,412,ds manifeste1422nt leur0412 colare0413.,Tournai
119,btabd1,112 les opposants de,1112, tous les bor0412ds manifeste1422nt leur0412 cola,Tournai
120,btabd1, chaque0412 fois que,112, les opposants de1112 tous les bor0412ds manifeste,Tournai
121,btabd1, barrage0412s chaque,412, fois que0112 les opposants de1112 tous les bor041,Tournai
122,btabd1,connaat des barrage,412,s chaque0412 fois que0112 les opposants de1112 tou,Tournai
123,btabd1,mane0411 au village,414,", connaat des barrage0412s chaque0412 fois que011",Tournai
124,btabd1,"ierre0414, qui mane",411," au village0414, connaat des barrage0412s chaque0",Tournai
125,btabd1,du Mont Saint Pierre,414,", qui mane0411 au village0414, connaat des barra",Tournai
126,btabd1, La cate,411," escarpee du Mont Saint Pierre0414, qui mane0411",Tournai
127,btabd1,site0412s officielle,413,s ?,Tournai
128,btabd1, lor0412s des visite,412,s officielle0413s ?,Tournai
129,btabd1,e0112 multiplier lor,412,s des visite0412s officielle0413s ?,Tournai
130,btabd1,u tendance0411 a se,112, multiplier lor0412s des visite0412s officielle041,Tournai
131,btabd1, qui ont eu tendance,411, a se0112 multiplier lor0412s des visite0412s off,Tournai
132,btabd1,"ns, comment, en plus",414,", eviter les manifestations qui ont eu tendance04",Tournai
133,btabd1,12 de1122 baisser de,1212,"puis les elections, comment, en plus0414, eviter",Tournai
134,btabd1, ne1122 cesse0412 de,1122," baisser de1212puis les elections, comment, en pl",Tournai
135,btabd1,tre1422 ne1122 cesse,412," de1122 baisser de1212puis les elections, comment",Tournai
136,btabd1,mier Ministre1422 ne,1122, cesse0412 de1122 baisser de1212puis les election,Tournai
137,btabd1, du Premier Ministre,1422, ne1122 cesse0412 de1122 baisser de1212puis les e,Tournai
138,btabd1,"as inquiet, la cote",412, du Premier Ministre1422 ne1122 cesse0412 de1122 b,Tournai
139,btabd1, est en re1212vanche,412," tras inquiet, la cote0412 du Premier Ministre142",Tournai
140,btabd1,"e1122 Beaulieu, Marc",412," Blanc [magbla~], est en re1212vanche0412 tras in",Tournai
141,btabd1,"[magbla~], est en re",1212,"vanche0412 tras inquiet, la cote0412 du Premier M",Tournai
142,btabd1, Le1132 maire0412 de,1122," Beaulieu, Marc0412 Blanc [magbla~], est en re1212",Tournai
143,btabd1, Le1132 maire,412," de1122 Beaulieu, Marc0412 Blanc [magbla~], est en",Tournai
144,btabd1,ampagne1412 profonde,2413,0,Tournai
145,btabd1, Le,1132," maire0412 de1122 Beaulieu, Marc0412 Blanc [magbla",Tournai
146,btabd1,"lle0414, la campagne",1412, profonde2413.,Tournai
147,btabd1,22 qu'il0411 appelle,414,", la campagne1412 profonde2413.",Tournai
148,btabd1,rir0412 ce1122 qu'il,411," appelle0414, la campagne1412 profonde2413.",Tournai
149,btabd1,ut decouvrir0412 ce,1122," qu'il0411 appelle0414, la campagne1412 profonde24",Tournai
150,btabd1,"14s, veut decouvrir",412," ce1122 qu'il0411 appelle0414, la campagne1412 pro",Tournai
151,btabd1,des maame0412s ville,414,"s, veut decouvrir0412 ce1122 qu'il0411 appelle041",Tournai
152,btabd1,autour0412 des maame,412,"s ville0414s, veut decouvrir0412 ce1122 qu'il0411",Tournai
153,btabd1, toujour0411s autour,412," des maame0412s ville0414s, veut decouvrir0412 ce",Tournai
154,btabd1,i tournaient toujour,411,"s autour0412 des maame0412s ville0414s, veut deco",Tournai
155,btabd1,es circuits habituel,412,s qui tournaient toujour0411s autour0412 des maame,Tournai
156,btabd1,122 Premier Ministre,1422, lasse des circuits habituel0412s qui tournaient,Tournai
157,btabd1,"0312ment, car0412 le",1122, Premier Ministre1422 lasse des circuits habituel,Tournai
158,btabd1,"t baate0312ment, car",412, le1122 Premier Ministre1422 lasse des circuits h,Tournai
159,btabd1,asard0412 tout baate,312,"ment, car0412 le1122 Premier Ministre1422 lasse d",Tournai
160,btabd1,"r0414, le1131 hasard",412," tout baate0312ment, car0412 le1122 Premier Minist",Tournai
161,btabd1,"rand honneur0414, le",1131," hasard0412 tout baate0312ment, car0412 le1122 Pre",Tournai
162,btabd1, valu a Beaulieu ce,1112," grand honneur0414, le1131 hasard0412 tout baate03",Tournai
163,btabd1,ce1112 grand honneur,414,", le1131 hasard0412 tout baate0312ment, car0412 le",Tournai
164,btabd1,stce0312 qui a donc,412," valu a Beaulieu ce1112 grand honneur0414, le1131",Tournai
165,btabd1, Qu'estce,312, qui a donc0412 valu a Beaulieu ce1112 grand honn,Tournai
166,btabd1,pate0411s italienne,2413,s.,Tournai
167,btabd1,ine0412 de1122 pate,411,s italienne2413s.,Tournai
168,btabd1,ent son usine0412 de,1122, pate0411s italienne2413s.,Tournai
169,btabd1,recemment son usine,412, de1122 pate0411s italienne2413s.,Tournai
170,btabd1, cent trente0412 six,414,", et plus recemment son usine0412 de1122 pate041",Tournai
171,btabd1,neuf0412 cent trente,412," six0414, et plus recemment son usine0412 de1122",Tournai
172,btabd1,in en mille0412 neuf,412," cent trente0412 six0414, et plus recemment son u",Tournai
173,btabd1,1122 Berlin en mille,412," neuf0412 cent trente0412 six0414, et plus recemm",Tournai
174,btacb1,2 d'une0412 bataille,412," politique0414, dont, par0412 la television, se1",Tournai
175,btacb1, au centre1422 d'une,412," bataille0412 politique0414, dont, par0412 la tel",Tournai
176,btacb1,12 trouver au centre,1422," d'une0412 bataille0412 politique0414, dont, par04",Tournai
177,btacb1,,1112, trouver au centre1422 d'une0412 bataille0412 poli,Tournai
178,btacb1,", plutat que1112 de",1112, se1112 trouver au centre1422 d'une0412 bataille04,Tournai
179,btacb1,"lle0414, plutat que",1112, de1112 se1112 trouver au centre1422 d'une0412 bat,Tournai
180,btacb1,connue et tranquille,414,", plutat que1112 de1112 se1112 trouver au centre1",Tournai
181,btacb1, prefare0411 aatre,421," inconnue et tranquille0414, plutat que1112 de111",Tournai
182,btacb1, Beaulieu prefare,411," aatre0421 inconnue et tranquille0414, plutat que",Tournai
183,btacb1,tape0412 necessaire,412, dans la tournee prevue.,Tournai
184,btacb1,iment une0411 etape,412, necessaire0412 dans la tournee prevue.,Tournai
185,btacb1,ifier si son village,414,", etait vraiment une0411 etape0412 necessaire04",Tournai
186,btacb1, etait vraiment une,411, etape0412 necessaire0412 dans la tournee prev,Tournai
187,btacb1,"r Ministre0424, pour",412," verifier si son village0414, etait vraiment une",Tournai
188,btacb1, au Premier Ministre,424,", pour0412 verifier si son village0414, etait vr",Tournai
189,btacb1, decide a ecrire,411," au Premier Ministre0424, pour0412 verifier si so",Tournai
190,btacb1,oir0412 de1122 cause,414,", decide a ecrire0411 au Premier Ministre0424,",Tournai
191,btacb1,en desespoir0412 de,1122," cause0414, decide a ecrire0411 au Premier Min",Tournai
192,btacb1,"s'est, en desespoir",412," de1122 cause0414, decide a ecrire0411 au Prem",Tournai
193,btacb1, Il,412," s'est, en desespoir0412 de1122 cause0414, decid",Tournai
194,btacb1, impasse0412 stupide,413,0,Tournai
195,btacb1,112 trouver dans une,411, impasse0412 stupide0413.,Tournai
196,btacb1,dans une0411 impasse,412, stupide0413.,Tournai
197,btacb1, le1112 sentiment de,1112, se1112 trouver dans une0411 impasse0412 stupide04,Tournai
198,btacb1, sentiment de1112 se,1112, trouver dans une0411 impasse0412 stupide0413.,Tournai
199,btacb1, Il0411 a le,1112, sentiment de1112 se1112 trouver dans une0411 impa,Tournai
200,btacb1, Il,411, a le1112 sentiment de1112 se1112 trouver dans une,Tournai
201,btacb1,,1112, vouer.,Tournai
202,btacb1," de1122 Beaulieu, ne",1132," sait plus a quel0414, saint se1112 vouer.",Tournai
203,btacb1,32 sait plus a quel,414,", saint se1112 vouer.",Tournai
204,btacb1,que0412 maire0412 de,1122," Beaulieu, ne1132 sait plus a quel0414, saint se1",Tournai
205,btacb1,", le1132 sympathique",412," maire0412 de1122 Beaulieu, ne1132 sait plus a qu",Tournai
206,btacb1,ympathique0412 maire,412," de1122 Beaulieu, ne1132 sait plus a quel0414, sa",Tournai
207,btacb1," Le1134, le",1132," sympathique0412 maire0412 de1122 Beaulieu, ne1132",Tournai
208,btacb1, Le,1134,", le1132 sympathique0412 maire0412 de1122 Beaulieu",Tournai
209,btacb1,ans l'eglise0412 de,1122, SaintM/ Martinville0413.,Tournai
210,btacb1,SaintM/ Martinville,413,0,Tournai
211,btacb1,onge dans l'eglise,412, de1122 SaintM/ Martinville0413.,Tournai
212,btacb1,"1 entame, un jeane",412, prolonge dans l'eglise0412 de1122 SaintM/ Mart,Tournai
213,btacb1,"414s, auraient maame",411," entame, un jeane0412 prolonge dans l'eglise04",Tournai
214,btacb1,elque1422s fanatique,414,"s, auraient maame0411 entame, un jeane0412 prolo",Tournai
215,btacb1,0412 journee chaude,414,", au Premier Ministre0423.",Tournai
216,btacb1, au Premier Ministre,423,0,Tournai
217,btacb1, Quelque,1422,"s fanatique0414s, auraient maame0411 entame, un j",Tournai
218,btacb1,", prepare0411nt une",412," journee chaude0414, au Premier Ministre0423.",Tournai
219,btacb1,"isine0414s, prepare",411,"nt une0412 journee chaude0414, au Premier Ministr",Tournai
220,btacb1,commune0412s voisine,414,"s, prepare0411nt une0412 journee chaude0414, au",Tournai
221,btacb1,ste1422s des commune,412,"s voisine0414s, prepare0411nt une0412 journee ch",Tournai
222,btacb1,"ent que1112 des, que",1132," des activiste1422s des commune0412s voisine0414s,",Tournai
223,btacb1,ue1132 des activiste,1422,"s des commune0412s voisine0414s, prepare0411nt un",Tournai
224,btacb1,"rvateur0414, indique",1312,"raient que1112 des, que1132 des activiste1422s des",Tournai
225,btacb1,ndique1312raient que,1112," des, que1132 des activiste1422s des commune0412s",Tournai
226,btacb1,uvel0411 Observateur,414,", indique1312raient que1112 des, que1132 des activ",Tournai
227,btacb1,"e, et Le1112 Nouvel",411," Observateur0414, indique1312raient que1112 des, q",Tournai
228,btacb1,"0422 Liberte, et Le",1112," Nouvel0411 Observateur0414, indique1312raient que",Tournai
229,btacb1,"L'Express0414, Ouest",422," Liberte, et Le1112 Nouvel0411 Observateur0414, i",Tournai
230,btacb1,"ent0454re, L'Express",414,", Ouest0422 Liberte, et Le1112 Nouvel0411 Observa",Tournai
231,btacb1,epaache0412 du Cent,454,"re, L'Express0414, Ouest0422 Liberte, et Le1112 N",Tournai
232,btacb1,us dans La Depaache,412," du Cent0454re, L'Express0414, Ouest0422 Liberte,",Tournai
233,btacb1,quelque1422s article,1422,"s parus dans La Depaache0412 du Cent0454re, L'Exp",Tournai
234,btacb1, De1132 plus,414,", quelque1422s article1422s parus dans La Depaach",Tournai
235,btacb1,"32 plus0414, quelque",1422,s article1422s parus dans La Depaache0412 du Cent,Tournai
236,btacb1, De,1132," plus0414, quelque1422s article1422s parus dans La",Tournai
237,btacb1,2 soutien du village,411, entier.,Tournai
238,btacb1, Nous avons le,1112, soutien du village0411 entier.,Tournai
239,btacb1,"ondrons pas, nous ne",1112," re/pondons pas, de1132 la reaction des gens du",Tournai
240,btacb1,"re/pondons pas, de",1132, la reaction des gens du pays.,Tournai
241,btacb1,"12 circuler, nous ne",1112," repondrons pas, nous ne1112 re/pondons pas, de",Tournai
242,btacb1,"12 blanche0414, pour",412," circuler, nous ne1112 repondrons pas, nous ne111",Tournai
243,btacb1,er patte0412 blanche,414,", pour0412 circuler, nous ne1112 repondrons pas,",Tournai
244,btacb1,2 faut montrer patte,412," blanche0414, pour0412 circuler, nous ne1112 repo",Tournai
245,btacb1,"e1422 liberte, s'il",412," faut montrer patte0412 blanche0414, pour0412 circ",Tournai
246,btacb1, jaloux de1112 notre,1422," liberte, s'il0412 faut montrer patte0412 blanche",Tournai
247,btacb1,"14, on est jaloux de",1112," notre1422 liberte, s'il0412 faut montrer patte04",Tournai
248,btacb1," coin, on est janoul",414,", on est jaloux de1112 notre1422 liberte, s'il041",Tournai
249,btacb1,"t declare, dans le",1112," coin, on est janoul0414, on est jaloux de1112 not",Tournai
250,btacb1,ne0412 membre1422 de,1112," l'opposition [Opyzisjo~], aurait declare, dans",Tournai
251,btacb1, Un jeune0412 membre,1422," de1112 l'opposition [Opyzisjo~], aurait declare",Tournai
252,btacb1, Un jeune,412," membre1422 de1112 l'opposition [Opyzisjo~], aurai",Tournai
253,btacb1,"te, risque1422nt de",1112, provoquer une0411 explosion.,Tournai
254,btacb1,de1112 provoquer une,411, explosion.,Tournai
255,btacb1," d'identite, risque",1422,nt de1112 provoquer une0411 explosion.,Tournai
256,btacb1,n a vu a Jonquiare,414,", et des verifications d'identite, risque1422nt",Tournai
257,btacb1,"12 police0414, comme",411," on en a vu a Jonquiare0414, et des verificatio",Tournai
258,btacb1,12ment de1112 police,414,", comme0411 on en a vu a Jonquiare0414, et des v",Tournai
259,btacb1, detache0312ment de,1112," police0414, comme0411 on en a vu a Jonquiare041",Tournai
260,btacb1,"4, un grand detache",312,"ment de1112 police0414, comme0411 on en a vu a Jo",Tournai
261,btacb1, Or,414,", un grand detache0312ment de1112 police0414, com",Tournai
262,btacb1,"1122 p/, pour0412 le",1122, proteger.,Tournai
263,btacb1,"0412 le1122 p/, pour",412, le1122 proteger.,Tournai
264,btacb1,est fait pour0412 le,1122," p/, pour0412 le1122 proteger.",Tournai
265,btacb1,2 tout est fait pour,412," le1122 p/, pour0412 le1122 proteger.",Tournai
266,btacb1, et s'assure0412 que,1122," tout est fait pour0412 le1122 p/, pour0412 le1122",Tournai
267,btacb1,"che0414, et s'assure",412," que1122 tout est fait pour0412 le1122 p/, pour041",Tournai
268,btacb1,e0412 la plus proche,414,", et s'assure0412 que1122 tout est fait pour0412 l",Tournai
269,btacb1,c0412 la prefecture,412," la plus proche0414, et s'assure0412 que1122 tout",Tournai
270,btacb1,end contact0421 avec,412," la prefecture0412 la plus proche0414, et s'assur",Tournai
271,btacb1,ent p/ prend contact,421," avec0412 la prefecture0412 la plus proche0414, e",Tournai
272,btacb1,"424, le1132 gouverne",1322,ment p/ prend contact0421 avec0412 la prefecture0,Tournai
273,btacb1,"ier Ministre0424, le",1132, gouverne1322ment p/ prend contact0421 avec0412 la,Tournai
274,btacb1, du Premier Ministre,424,", le1132 gouverne1322ment p/ prend contact0421 ave",Tournai
275,btacb1,a chaque0412 voyage,412," du Premier Ministre0424, le1132 gouverne1322ment",Tournai
276,btacb1,"22 cate, a chaque",412," voyage0412 du Premier Ministre0424, le1132 gouver",Tournai
277,btacb1, D'un autre,1422," cate, a chaque0412 voyage0412 du Premier Minis",Tournai
278,btacb1,2nt leur0412 colare,413,0,Tournai
279,btacb1,manifeste1422nt leur,412, colare0413.,Tournai
280,btacb1,"bor0414ds, manifeste",1422,nt leur0412 colare0413.,Tournai
281,btacb1, de1112 tous les bor,414,"ds, manifeste1422nt leur0412 colare0413.",Tournai
282,btacb1,112 les opposants de,1112," tous les bor0414ds, manifeste1422nt leur0412 col",Tournai
283,btacb1, chaque0412 fois que,1112," les opposants de1112 tous les bor0414ds, manifest",Tournai
284,btacb1,"barrage0414s, chaque",412, fois que1112 les opposants de1112 tous les bor041,Tournai
285,btacb1,connaat des barrage,414,"s, chaque0412 fois que1112 les opposants de1112 to",Tournai
286,btacb1,mane0411 au village,414,", connaat des barrage0414s, chaque0412 fois que11",Tournai
287,btacb1,Pierre0412 qui mane,411," au village0414, connaat des barrage0414s, chaque",Tournai
288,btacb1,du Mont Saint Pierre,412," qui mane0411 au village0414, connaat des barrag",Tournai
289,btacb1, La cate,411, escarpee du Mont Saint Pierre0412 qui mane0411,Tournai
290,btacb1,site0411s officielle,413,s.,Tournai
291,btacb1, lor0412s des visite,411,s officielle0413s.,Tournai
292,btacb1,"1112 multiplier, lor",412,s des visite0411s officielle0413s.,Tournai
293,btacb1,u tendance0411 a se,1112," multiplier, lor0412s des visite0411s officielle04",Tournai
294,btacb1, qui ont eu tendance,411," a se1112 multiplier, lor0412s des visite0411s of",Tournai
295,btacb1," Comment, en plus",414,", eviter les manifestations, qui ont eu tendance0",Tournai
296,btacb1,12 de1122 baisser de,1212,puis les elections.,Tournai
297,btacb1, ne1122 cesse0412 de,1122, baisser de1212puis les elections.,Tournai
298,btacb1,tre0422 ne1122 cesse,412, de1122 baisser de1212puis les elections.,Tournai
299,btacb1,mier Ministre0422 ne,1122, cesse0412 de1122 baisser de1212puis les election,Tournai
300,btacb1, du Premier Ministre,422, ne1122 cesse0412 de1122 baisser de1212puis les e,Tournai
301,btacb1,as inquiet. La cote,412, du Premier Ministre0422 ne1122 cesse0412 de1122 b,Tournai
302,btacb1, est en re1212vanche,412, tras inquiet. La cote0412 du Premier Ministre042,Tournai
303,btacb1,"424 Blanc, est en re",1212,vanche0412 tras inquiet. La cote0412 du Premier M,Tournai
304,btacb1,"e1122 Beaulieu, Marc",424," Blanc, est en re1212vanche0412 tras inquiet. La",Tournai
305,btacb1, Le1132 maire0412 de,1122," Beaulieu, Marc0424 Blanc, est en re1212vanche0412",Tournai
306,btacb1, Le1132 maire,412," de1122 Beaulieu, Marc0424 Blanc, est en re1212van",Tournai
307,btacb1, Le,1132," maire0412 de1122 Beaulieu, Marc0424 Blanc, est en",Tournai
308,btacb1,"lle0414, la campagne",1412, profonde0413.,Tournai
309,btacb1,ampagne1412 profonde,413,0,Tournai
310,btacb1,22 qu'il0411 appelle,414,", la campagne1412 profonde0413.",Tournai
311,btacb1,rir0412 ce1122 qu'il,411," appelle0414, la campagne1412 profonde0413.",Tournai
312,btacb1,ut decouvrir0412 ce,1122," qu'il0411 appelle0414, la campagne1412 profonde04",Tournai
313,btacb1,"14s, veut decouvrir",412," ce1122 qu'il0411 appelle0414, la campagne1412 pro",Tournai
314,btacb1,des maame0412s ville,414,"s, veut decouvrir0412 ce1122 qu'il0411 appelle041",Tournai
315,btacb1,autour0412 des maame,412,"s ville0414s, veut decouvrir0412 ce1122 qu'il0411",Tournai
